gene,logFC,AveExpr,t,P.Value,padj,B
RPS6KB1,-0.7655446692168482,5.210150815012044,-5.9147711238659575,1.2235213051515828e-6,3.853424506723822e-5,5.392806209140781
LINC00265,-2.2657181765965033,3.4583872041600965,-5.912035689174333,1.2334361003862123e-6,3.853424506723822e-5,5.385031613879686
FGFR1OP,-0.7530398781323902,4.3439465674974205,-5.9057874239613595,1.2563871485069491e-6,3.889505565338906e-5,5.367271998530326
KCNIP2,-2.385394191038792,0.937616773455746,-5.904257910099518,1.2620703810291604e-6,3.894915015322109e-5,5.362924424711357
LENG8,-4.774865693943376,5.994282297288233,-5.900826052483134,1.2749163041036005e-6,3.915505666162244e-5,5.353169248983422
RBM23,-0.8784925645640606,5.635908177250477,-5.892194298482332,1.3078096410112002e-6,3.977999397262845e-5,5.328631516668521
PAPD7,-0.8159218207971738,6.603183776179589,-5.890240284304696,1.3153733943714764e-6,3.98190838525246e-5,5.323076457590343
HERC1,-0.7768548746444367,7.371101080637005,-5.880422730083123,1.3540459564354132e-6,4.044535518922956e-5,5.295164375013615
ZNF841,-1.647592968623177,3.3452572251336274,-5.879388366143929,1.3581863481839703e-6,4.044535518922956e-5,5.292223424036704
TRRAP,-1.1200978805085118,6.173180779559809,-5.874476992758598,1.3780199246736013e-6,4.0690170829060694e-5,5.278258739548997
LOC150776,-2.055409638191131,4.688455043188236,-5.870422424379342,1.3946124143643964e-6,4.090378797886113e-5,5.266729693736627
TMPRSS5,-2.0499149566814743,0.7240458626642937,-5.869415142146955,1.3987655226963436e-6,4.090378797886113e-5,5.263865440523192
AP2A2,-0.8265860897025863,5.950461551644056,-5.868438883275475,1.4028025678653886e-6,4.090378797886113e-5,5.26108937501812
ZNF83,-1.244871255388363,6.01250444151931,-5.867419792224613,1.40702921273745e-6,4.093293241826105e-5,5.25819148300037
ATN1,-2.6903238870559205,4.115878827017471,-5.857011099623776,1.4509379210762977e-6,4.154333316237418e-5,5.228591543020864
SPTBN5,-3.195588313262376,2.4093199282406896,-5.8550948243379635,1.4591703484705714e-6,4.168494752252416e-5,5.223141754796515
ACSS1,-1.1818781728663905,6.134829489252125,-5.849563545214574,1.4831969910595306e-6,4.2181324292823065e-5,5.207410499491257
MRC2,-2.4540040482535375,1.3747020953772373,-5.845290412883668,1.50203010153816e-6,4.243151404879738e-5,5.195256896005159
MARS,-1.1429221672715109,6.4804896112135495,-5.840302621726495,1.5243167864636926e-6,4.28701421718525e-5,5.181070030807522
SNX29,-0.9049712152127382,5.720273677175972,-5.836245638870832,1.54268895604952e-6,4.3087543937302856e-5,5.169530182550261
PNMA3,-2.022249786577611,3.273912800999198,-5.830944642288707,1.5670300281855882e-6,4.342353699877486e-5,5.154451147475838
UCP3,-1.3467138801935954,2.847505552951921,-5.829059503802451,1.5757787936328648e-6,4.342353699877486e-5,5.149088567536676
KDM7A,-0.9745993098481158,6.824936681812485,-5.828533531559077,1.5782285206902561e-6,4.342353699877486e-5,5.147592338194645
TTC21A,-1.8723868025562314,2.645552128649612,-5.819872890890707,1.6191197028247973e-6,4.4165407119633824e-5,5.1229544482762535
FASN,-2.501312624617722,4.963002722874273,-5.816419504714335,1.6357198496572766e-6,4.442713184807901e-5,5.113129681865274
MOGS,-1.0279193350460039,6.343842373517421,-5.813804937572126,1.6484013732646008e-6,4.4580646094857564e-5,5.105691128040464
MAP2K7,-0.9505824618794543,6.135593629393307,-5.808415633879564,1.674853438243527e-6,4.496307107726244e-5,5.0903577974926915
CELF1,-0.66532561758411,7.935207427336777,-5.807056625390656,1.681590777215145e-6,4.496307107726244e-5,5.086491113971782
HSF4,-3.3736196907544582,1.9938669089536158,-5.806609973752426,1.6838110029722214e-6,4.496307107726244e-5,5.085220280231903
PHYKPL,-1.031489907083433,6.501028419174592,-5.7985528121698415,1.72437065260455e-6,4.5566494495075235e-5,5.062294851961868
RHBDF2,-1.8016822946325082,6.212520106644135,-5.797564840727305,1.7294110923612868e-6,4.560467836904483e-5,5.059483623405317
MCM3AP,-1.4733333909496913,6.36197206551886,-5.787739884331622,1.7803476834184038e-6,4.6753478294987645e-5,5.031525917988118
N4BP2L2-IT2,-2.1080534072997734,3.796532420492352,-5.781035132786721,1.8159692951679408e-6,4.749227740187662e-5,5.012445750685771
PRKAR2A,-1.292754187121715,3.143865174737125,-5.772910739877076,1.8600928432635994e-6,4.832915394480488e-5,4.989324291150455
GON4L,-1.3795970297299487,5.573316361275373,-5.772550558294606,1.8620736948724666e-6,4.832915394480488e-5,4.988299206452696
PLXNA3,-2.2261474691342262,4.336197084567519,-5.765547205435318,1.9010126279969413e-6,4.9102887555640743e-5,4.968366967576843
EWSR1,-0.8151099878781412,7.777257186701498,-5.764661272694832,1.9059962989936513e-6,4.9102887555640743e-5,4.965845442159891
DGCR8,-1.3025207188811774,5.159553937147497,-5.764476644257321,1.9070365453336664e-6,4.9102887555640743e-5,4.965319954075477
CASC3,-0.6548425724519303,6.771666747849626,-5.764212746362739,1.908524405939048e-6,4.9102887555640743e-5,4.964568848637514
MAPK8IP3,-2.7544840131656616,6.609826324507733,-5.761368719469167,1.9246331556364875e-6,4.924013979168921e-5,4.956474097074681
LRSAM1,-2.0435863925175837,3.8878724146171613,-5.761215421446051,1.9255053087888556e-6,4.924013979168921e-5,4.9560377711377885
VASN,-1.7595502587446328,1.7604505434524014,-5.756090258035881,1.954893021486755e-6,4.9423428024755956e-5,4.94144995487787
