"","TB_status_limma_logFC","TB_status_limma_AveExpr","TB_status_limma_t","TB_status_limma_P.Value","TB_status_limma_padj","TB_status_limma_B"
"MIR491",0.289044047687729,0.295804032304591,1.46198860752419,0.154167163325623,0.269846637119608,-5.79798859449656
"OR52B2",0.289044047687729,0.295804032304591,1.46198860752419,0.154167163325623,0.269846637119608,-5.79798859449656
"MIR4520A",0.289044047687729,0.295804032304591,1.46198860752419,0.154167163325623,0.269846637119608,-5.79798859449656
"TAOK2",1.08707794530893,8.52288954074148,1.46195320274448,0.154176803784753,0.269846637119608,-5.79803793430334
"LRRC3B",0.504410461624622,0.673890218976383,1.46186487790568,0.154200856081897,0.269870115011077,-5.7981610185586
"CD38",-0.927225594321811,7.43901391135556,-1.46170199422881,0.154245219825487,0.269929134694601,-5.79838798671506
"PTCH2",0.99917237910511,5.32631253706097,1.46097285822411,0.154443935556364,0.270258243581006,-5.79940372365222
"HOXD3",0.551512245357434,0.632101319507797,1.46074951476606,0.154504845532648,0.270304374320751,-5.79971476881732
"HTATSF1P2",0.563007066053534,6.69282228115699,1.46073971713155,0.154507517971434,0.270304374320751,-5.79972841280959
"LOC100506790",-0.268020059595925,0.276934274216811,-1.46058960597313,0.154548467455709,0.270304374320751,-5.79993744474235
"VWA3A",0.895169904448529,3.48836844583392,1.46057346958762,0.154552869886987,0.270304374320751,-5.79995991378318
"DGKE",-0.680766357353687,9.29797353009964,-1.4605606815575,0.154556358869752,0.270304374320751,-5.79997772026831
"LCE2B",0.274042262007784,0.185641532327854,1.46048557691197,0.154576851082904,0.270304374320751,-5.8000822957909
"KCTD14",0.274042262007784,0.185641532327854,1.46048557691197,0.154576851082904,0.270304374320751,-5.8000822957909
"MIR3691",0.274042262007784,0.185641532327854,1.46048557691197,0.154576851082904,0.270304374320751,-5.8000822957909
"LOC392196",0.274042262007784,0.185641532327854,1.46048557691197,0.154576851082904,0.270304374320751,-5.8000822957909
"MIR101-2",0.274042262007784,0.185641532327854,1.46048557691196,0.154576851082905,0.270304374320751,-5.80008229579091
"CSNK2A3",0.833448263198412,6.49525650244534,1.45979118050057,0.154766419042201,0.27060327879788,-5.80104895120523
"NFYA",-0.662092824091419,9.46518551700968,-1.45978130091829,0.154769117473921,0.27060327879788,-5.80106270150439
