Term,Overlap,P_value,Adjusted_P_value,Old_P_value,Old_Adjusted_P_value,Odds_Ratio,Combined_Score,Genes
Amino sugar and nucleotide sugar metabolism,8/48,2.3251910987207885e-5,0.007161588584060029,0,0,6.640106241699867,70.84411179488964,CYB5R1;UGDH;CYB5R4;NAGK;FPGT;HEXA;PGM2;GALK1
