X1,TB_status_limma_logFC,TB_status_limma_AveExpr,TB_status_limma_t,TB_status_limma_P.Value,TB_status_limma_padj,TB_status_limma_B
DYRK3,-36.5831579637425,21.7347150403768,-9.74192805441684,1.49047558486686e-9,1.76208371562631e-7,11.8419010062518
TMCO2,-15.1084052427359,6.96394604127775,-9.74061508943171,1.49418111190988e-9,1.76208371562631e-7,11.8396305630253
LINC00264,41.5083380264064,44.7924954796322,9.73843494627323,1.50035510318229e-9,1.76208371562631e-7,11.8358600102167
CCL22,-53.5745931894658,30.7154742883242,-9.72736968928208,1.53210039427501e-9,1.79107478350085e-7,11.8167122248576
CD1C,39.4346584268471,70.1210967210149,9.70960908377082,1.58451430775859e-9,1.84385132840458e-7,11.7859420089215
ADAMTSL4,37.9272757296319,51.4448730665013,9.69424240059391,1.63135931178664e-9,1.88969511513258e-7,11.7592829150707
PKIA,-41.935710954145,67.3050891546826,-9.68400174849813,1.66337115690811e-9,1.91801815947477e-7,11.7414980452998
CAMK1,34.4305852808093,67.9984915036855,9.6753573401429,1.69089869500411e-9,1.94093747035585e-7,11.7264736873465
WLS,36.9989932049623,48.7612218404134,9.66187764199893,1.73476773694465e-9,1.97743924996095e-7,11.7030240457912
NCF1,51.6921490170106,66.5118785673034,9.66081122537098,1.73828820853552e-9,1.97743924996095e-7,11.7011677685575
HSPA1B,-39.752136207477,23.8537197159273,-9.64615494658664,1.78742734303347e-9,2.01994207430669e-7,11.675639547742
TTI2,-26.9613258842811,57.5016832157221,-9.64493673439694,1.79157587006861e-9,2.01994207430669e-7,11.6735162871675
CD33,55.0177664329537,74.3758793482259,9.61265454122985,1.90521664089768e-9,2.13856352859701e-7,11.617173064343
CPPED1,42.9503554551059,93.0338648541453,9.60271747377428,1.94167822122708e-9,2.1698895645854e-7,11.5997994418535
HEY1,-34.2923303216281,20.0556316633329,-9.59664130213962,1.96432802908041e-9,2.1785195644686e-7,11.5891690837276
FAM200B,25.7704049750516,80.3299585456396,9.59604222509346,1.96657592345991e-9,2.1785195644686e-7,11.5881207015467
PGF,-18.2429956188056,8.34865767202239,-9.59055941794479,1.98727285306488e-9,2.18574653663971e-7,11.5785234158962
VPS29,33.5403986422491,109.830224622245,9.58975400473114,1.99033211117855e-9,2.18574653663971e-7,11.5771132299936
ITGA2,-56.1415252760738,46.0162809995591,-9.58566713491655,2.00593078431322e-9,2.1911572724716e-7,11.5699561530374
RASSF1,41.8608648383082,96.2137226163141,9.58394695619514,2.01253407633981e-9,2.1911572724716e-7,11.5669429941933
CD36,54.6472630263125,92.9718830476194,9.58053851584861,2.02568461954704e-9,2.19604989011407e-7,11.5609713266516
PADI2,47.2646180913699,55.6833075493634,9.55925983257249,2.10981676102079e-9,2.27752474866279e-7,11.5236527627847
LPP,31.1884732231765,88.684857164078,9.54498752422701,2.16826454970269e-9,2.31443244667479e-7,11.4985854331496
NRIP3,-45.4689370841408,70.1031724197759,-9.54479864576352,2.16904917028406e-9,2.31443244667479e-7,11.4982534974441
ZSWIM8-AS1,44.8880251700022,56.3064674853235,9.54423868770911,2.17137701950725e-9,2.31443244667479e-7,11.4972693948684
DNAJB4,-36.0883275773293,60.470407463196,-9.53440166787532,2.212695326535e-9,2.34860481353724e-7,11.4799738730364
PFKFB4,29.3328409572412,60.26793225521,9.52681433013961,2.2451191617541e-9,2.37309095397409e-7,11.4666242214578
MLC1,41.8985485274867,64.3577794303109,9.51246497622653,2.30778991433319e-9,2.42921222185911e-7,11.4413543195242
SNORD78,-28.2278253503675,15.0768592219384,-9.50420760325618,2.34467123177136e-9,2.45076638709644e-7,11.4267992058275
RNF170,14.1683626693459,76.953844356723,9.50293533616012,2.3504077275627e-9,2.45076638709644e-7,11.4245557287958
CRYL1,24.2089627412359,70.402596951716,9.50142217454546,2.35724928434063e-9,2.45076638709644e-7,11.4218871610806
CTNNAL1,-51.8275993732432,52.8479435032025,-9.49383539552278,2.39186362914236e-9,2.47660394057484e-7,11.4085023478907
ERMAP,18.6946498752907,71.6850011627543,9.47784536611684,2.46654924516631e-9,2.54123849723185e-7,11.3802650135027
PPM1M,27.8163645349279,87.5836303071656,9.47621015523441,2.47432162100389e-9,2.54123849723185e-7,11.377375253791
LRP1,52.9719902808366,73.4508842073699,9.47327544856041,2.48833423796411e-9,2.54532511889813e-7,11.372188042365
RTN1,37.3978367901327,63.4378420232453,9.45912903112278,2.55704049930444e-9,2.60510053760462e-7,11.3471661864545
NRGN,51.7857652001174,89.8830155603976,9.44532728927494,2.62596421086708e-9,2.6581521505098e-7,11.3227260372345
MRPL32,-19.6224528897825,80.5085674923853,-9.4445169508431,2.63007012684468e-9,2.6581521505098e-7,11.3212902301341
BAMBI,-41.6983569282274,25.7643845068384,-9.42943981684289,2.70768721914012e-9,2.72573846726772e-7,11.2945582698295
EPAS1,-40.9754966578003,40.5972740711577,-9.42667261986926,2.72218801223689e-9,2.72950456499705e-7,11.2896484098553
LINC00271,-27.3174209879904,15.9867086165082,-9.41220734520694,2.79930709890012e-9,2.77468540921483e-7,11.2639644591934
F13A1,44.6912523281427,85.9173394140396,9.41219888597819,2.79935285262042e-9,2.77468540921483e-7,11.263949430441
RNASE2,55.4988124466087,71.8254700559487,9.41051733556096,2.80846327992061e-9,2.77468540921483e-7,11.2609617643076
MMP19,-62.1962276170508,51.3943156427592,-9.41005036520634,2.81099869981162e-9,2.77468540921483e-7,11.2601320097794
LOC101243545,-41.9584266368203,69.0520254258081,-9.40483749611626,2.83946318612698e-9,2.79191868626625e-7,11.2508671683781
ITGB2-AS1,36.5786053003175,79.1606577935118,9.39288949482934,2.90583406412421e-9,2.84614666172598e-7,11.2296170628902
FADS1,33.89973513405,69.934993978848,9.38660231652005,2.94140113945596e-9,2.86990246560457e-7,11.2184266724252
LST1,48.5404050231301,45.2282136919533,9.37564812809117,3.00444881003778e-9,2.92018610777925e-7,11.1989158487556
SPECC1,27.971491293255,66.3671950245467,9.37054445716784,3.03429881556647e-9,2.93794245623245e-7,11.1898195877427
SNORD6,-33.6343945829422,20.8573463825419,-9.36723604651527,3.05381244065639e-9,2.94559368800652e-7,11.1839209889134
RBP7,44.7915287203094,54.9273321374645,9.36413527234974,3.0722191525985e-9,2.95212331299692e-7,11.1783911401815
