"","TB_status_limma_logFC","TB_status_limma_AveExpr","TB_status_limma_t","TB_status_limma_P.Value","TB_status_limma_padj","TB_status_limma_B"
"TRMT44",2.07807264091248,56.0065091637907,0.67288037206953,0.507555065098305,0.694292633670196,-5.92965758255254
"KCNC1",-3.83102154847486,17.558222281744,-0.672633563769036,0.507709316782561,0.694466189374528,-5.92981973159894
"FBXL8",-4.09569835644605,29.9524160363095,-0.672556002272541,0.507757797026015,0.694495055532213,-5.92987067644127
"LOC101927418",1.17850411055244,1.49868212834394,0.671696783242824,0.508295029649556,0.695192382583024,-5.93043466106054
"NETO2",3.71994643212593,57.6585035231345,0.671542427659992,0.508391575160538,0.695286941542537,-5.93053590545286
"SAPCD2",-3.79408728962004,42.0840412175936,-0.671457587679176,0.508444644781072,0.695322034976078,-5.93059154388511
"TRIM4",1.99738438400209,67.6873007827987,0.670656650418923,0.508945804291818,0.695969875654943,-5.9311164691769
"TCEANC",-3.0483171730013,39.0980009945523,-0.670555130660298,0.509009346532563,0.696019248751512,-5.93118296109701
"RHCE",-3.38408412658281,10.0912965460292,-0.670483564081895,0.509054143434789,0.696042985536233,-5.93122982891027
"SMIM23",-2.71729727167674,4.73537495666812,-0.670128389344067,0.509276496613175,0.696309483997145,-5.93146235606589
"CCNB3",-4.17326628779591,22.8642114131441,-0.669894480876614,0.509422961966981,0.696472201518641,-5.93161542749041
"DPCR1",-1.8086392677263,2.24952068185019,-0.669642894431531,0.509580522862395,0.696626030917989,-5.93178001018886
"LINC00669",-2.371606298656,3.7149171842699,-0.669627125209207,0.509590399548452,0.696626030917989,-5.93179032411234
"EMC7",1.17636738276893,93.0002813025319,0.669557418820324,0.509634059803808,0.696648174862755,-5.93183591306077
"HLX-AS1",2.54298032451444,5.31106803475238,0.669245604850158,0.509829388473245,0.696835545256362,-5.93203978790051
"DDAH2",-3.8934687401943,13.7541423590485,-0.669202482449685,0.509856404788895,0.696835545256362,-5.93206797564465
"L3HYPDH",-4.56223472253646,49.8655692134009,-0.669196454265986,0.509860181527938,0.696835545256362,-5.93207191593788
"TREM1",4.13381346197385,94.6534250575769,0.669163214112797,0.509881007215728,0.696835545256362,-5.93209364259117
"SRGAP3-AS3",-1.83074896300269,1.82940236020369,-0.669055677901384,0.509948384265892,0.696890083071548,-5.93216392402972
"LOC101060385",-3.47208984495304,7.436228512567,-0.66894997396952,0.510014618130329,0.69694305282968,-5.93223299738218
"ZNF98",-2.57143197994961,6.63900485912425,-0.66848871337136,0.51030369912917,0.697300524616687,-5.93253429024008
"ZNF202",-2.89208836910597,54.7994299668329,-0.66804732020807,0.510580414213229,0.697641061497425,-5.93282241876399
"SFN",-3.69666453709633,15.1153523591381,-0.66796967267256,0.510629101093457,0.697670007892433,-5.93287308587956
"UBE2D1",2.24778763575832,80.689514005157,0.667871057983306,0.510690938609462,0.697716917850326,-5.93293742646908
"MIR367",1.75555359849819,3.37060838076081,0.667425246040243,0.510970542291433,0.698061323541874,-5.93322817996632
"NANOG",-2.62415155130203,3.91522938761129,-0.666951047810711,0.511268042670604,0.698430140359067,-5.93353724183839
"ACTR3BP2",1.26316981228767,1.56670187678183,0.666788861353511,0.511369816587025,0.698531554960941,-5.9336428994837
"DZANK1",3.76987872107401,49.469827452885,0.666197025734858,0.511741295934995,0.698973222588138,-5.93402824590163
"RTKN2",3.9010898737122,58.7936397112573,0.666185945306929,0.51174825225203,0.698973222588138,-5.93403545727304
"LDHAL6A",-3.18106028632982,36.3047949308462,-0.665717286694949,0.512042525257824,0.699337503000995,-5.93434036438835
"HRNR",-4.05260366330957,9.90087545714068,-0.66564021976341,0.512090924952245,0.699365953388347,-5.93439048402334
"TMEM40",-4.80234388712118,56.3568899981144,-0.665527817880541,0.512161520312365,0.699424711847764,-5.93446357335448
"OCIAD2",-1.69826230841847,81.721571640597,-0.665257366788394,0.512331402528429,0.699601894236571,-5.93463938556058
"HYDIN2",-3.03414947632722,6.10816597099326,-0.665233460954675,0.512346420337709,0.699601894236571,-5.93465492272641
"FXYD3",-2.61747189340836,6.94334178987833,-0.665055973119106,0.512457927059432,0.69971649139586,-5.93477026095691
"NEK1",2.04137232734127,70.4785821264122,0.66484879266704,0.512588105201787,0.699819597908183,-5.93490485712462
"ZDHHC1",2.99719783309582,49.6892485182572,0.664792401996912,0.512623540450553,0.699819597908183,-5.93494148471933
"SNX25",-2.93629205644985,58.1489809448907,-0.664783100248682,0.512629385692793,0.699819597908183,-5.93494752622366
"KLRAP1",-4.90512722899875,43.1297437301514,-0.664760183214944,0.51264378697287,0.699819597908183,-5.93496241053669
"ZSCAN32",2.04076301180079,58.6127209223974,0.664687584461919,0.51268941019575,0.699844218566821,-5.93500955921782
"CXCR2P1",-2.34993215313524,65.4989074494993,-0.66457586162948,0.512759624558456,0.699902402787136,-5.93508210704666
"RWDD2A",2.8035046972217,40.8358120759925,0.664366719334158,0.512891078395654,0.700031117358705,-5.93521788320925
"MRPL35",2.63118947473235,65.6355882338361,0.664280526602595,0.51294525922399,0.700031117358705,-5.9352738279778
"MIR3941",-2.72469860206439,23.9764789130846,-0.664266928594382,0.512953807234048,0.700031117358705,-5.93528265334465
"DLEC1",-2.67322915850787,36.9123144459644,-0.664250232175615,0.512964303081874,0.700031117358705,-5.93529348940147
"YAE1D1",-3.73582172220435,51.1203378543013,-0.663881028587114,0.513196425484272,0.700310216335934,-5.93553303738743
"ISG15",3.34078179799058,94.6249984388232,0.663587713132882,0.513380877676499,0.700499574896895,-5.93572325606577
"LINC01338",3.54425145844243,8.36962639075359,0.663572545434987,0.513390416922227,0.700499574896895,-5.93573309030599
"CFHR3",-2.13062559774649,3.2105519522477,-0.663499918704675,0.513436094577579,0.700524221332976,-5.93578017611141
"PLEKHG7",-4.11157870802236,41.8351316124109,-0.663441404246415,0.513472898137899,0.700536758091977,-5.93581810895694
"LINC00582",-3.70220225893712,11.4370263466061,-0.663356510600801,0.513526295889375,0.700571931923725,-5.93587313677271
"MCC",2.58648715005655,59.4799083808573,0.663053951215282,0.513716629514838,0.700793905008196,-5.93606919981047
"CHI3L1",-5.12627753827318,19.2739675348781,-0.662956137213909,0.513778170565986,0.700840169431518,-5.93613256635465
"LOC101928205",-2.18262957504564,2.83926208604086,-0.662821941868415,0.513862608094861,0.700917660079064,-5.93621948708325
