gene,logFC,AveExpr,t,P.Value,padj,B
CCDC25,1.006158995197031,5.131807225088645,5.828656823650822,1.5776539423738593e-6,4.342353699877486e-5,5.14794306694286
MRPL36,1.3493079845545126,3.193336453062883,5.824847859658297,1.5955021837029628e-6,4.380376202681583e-5,5.137107532674813
MRPL46,1.1385280435513725,3.824947114346366,5.824115995076536,1.5989547318208553e-6,4.380376202681583e-5,5.135025520976001
P4HB,0.6781857264492908,8.608122030364918,5.822406579678508,1.607048081755804e-6,4.393059885558323e-5,5.130162514617634
SCP2,1.615552938514067,7.064020039222102,5.818321066196138,1.626558179143926e-6,4.427309859283596e-5,5.118539596933784
RPSAP9,1.5146661997730495,1.4739642147908654,5.814155110739587,1.6466972110817732e-6,4.4580646094857564e-5,5.106687395360185
TIMM8B,1.4127905324759824,3.698147910819614,5.812291020369824,1.6557894324136086e-6,4.4685176937732366e-5,5.101383891980417
CNIH1,1.1146158294811406,5.34003101104888,5.8094275357134455,1.6698544926122227e-6,4.496307107726244e-5,5.093236855605557
CDK2AP1,1.5789097879810026,5.379018306553519,5.807829516706699,1.6777558094293825e-6,4.496307107726244e-5,5.088690168376004
WSB2,0.7116922575540107,5.051220175074779,5.804619224335375,1.69374248981517e-6,4.5133255758016e-5,5.079556049962271
MZT2A,1.5994348329637673,4.496648317082722,5.800724982403557,1.7133404269881491e-6,4.554530454902832e-5,5.068475584360819
CSTA,1.6215520322782426,6.336183944381173,5.8001235801966455,1.7163872259882953e-6,4.554530454902832e-5,5.066764354826455
TMEM147,1.024100161937025,5.592573530702414,5.798683715048314,1.7237039181593175e-6,4.5566494495075235e-5,5.062667328527496
MTRNR2L5,4.598371958875845,1.0371148966671793,5.7945552510804665,1.7448567260427304e-6,4.591652015171368e-5,5.050919830014886
EIF3I,0.8290666710498305,6.6611208242880195,5.785809258466523,1.790532411152622e-6,4.6923787403016234e-5,5.026031907608479
COX7A2L,1.6262335951612386,6.557357677611093,5.775497539572126,1.84592847038751e-6,4.8176454153076495e-5,4.99668629857112
DUSP23,1.7577374950968938,4.662899151658706,5.772344106311453,1.8632100503791851e-6,4.832915394480488e-5,4.987711638329472
MYL12A,1.7901752012741954,9.434889448299174,5.761537591046867,1.9236728590508324e-6,4.924013979168921e-5,4.95695474883645
NDUFA4,2.123988048462449,7.069851591061949,5.759837160543356,1.9333644263469776e-6,4.934163859916512e-5,4.952114861783702
VAMP5,1.4190781182618435,5.018842520543715,5.757642411581912,1.945945785981524e-6,4.9423428024755956e-5,4.945867924205313
PELO,0.9721165258668388,3.044901937463932,5.756916342157689,1.9501260171005216e-6,4.9423428024755956e-5,4.9438012838197345
