X1,TB_status_limma_logFC,TB_status_limma_AveExpr,TB_status_limma_t,TB_status_limma_P.Value,TB_status_limma_padj,TB_status_limma_B
GGTA1P,38.4567717011167,54.6798712179733,10.9192629354675,8.58915654254959e-10,9.68398769650658e-8,12.2256203234609
NHS,26.5018121460634,31.4342655057084,10.8881449070475,9.01600303697627e-10,1.00912058402834e-7,12.183316191169
WDR44,-21.304718453448,69.9588698590119,-10.8871581543043,9.02989485077392e-10,1.00912058402834e-7,12.1819727565426
RNASE6,44.308800832646,79.9892985195562,10.874950151171,9.20362146644663e-10,1.02402398842464e-7,12.1653418885502
LRRC42,-19.3799576082658,62.7621131604549,-10.8611105535126,9.40478991864211e-10,1.03742666313557e-7,12.1464658390281
ERLIN1,-18.8340617075985,66.6980661037839,-10.8610370243059,9.40587088147196e-10,1.03742666313557e-7,12.1463654875347
RRP8,-20.1878865760683,69.3193634732557,-10.8262639019028,9.93188547904456e-10,1.08330309644043e-7,12.0988319662936
C20orf197,31.5959534112635,33.0275124303281,10.8238820373754,9.96902075174127e-10,1.08330309644043e-7,12.0955705127493
ZC3HC1,-14.441197999653,68.3365139479961,-10.8226352294215,9.98851724804444e-10,1.08330309644043e-7,12.0938629928118
SNORD44,-34.6881164581848,18.7757824811747,-10.822372826769,9.99262553480999e-10,1.08330309644043e-7,12.093503604111
GMFG,20.7817994446951,104.973849896806,10.789995259039,1.05133158874884e-9,1.13490126567577e-7,12.0490927681023
THNSL1,-14.2193633439561,50.2070646012264,-10.7752924817002,1.07590312334956e-9,1.15566901948206e-7,12.0288821671445
BRD8,-23.6027347907711,76.9652977738733,-10.7730628363212,1.07968132141772e-9,1.15566901948206e-7,12.0258148973406
LY96,21.8157033403274,69.4327224744284,10.7656518911342,1.09233911192782e-9,1.1643049828313e-7,12.0156153403375
PPM1N,20.1888139141108,52.9790379958847,10.739181910151,1.13882742354211e-9,1.20804111368792e-7,11.9791286464965
MTRNR2L4,50.522386448891,42.4213469168289,10.7369191283307,1.14289603943985e-9,1.20804111368792e-7,11.976005486225
INO80B,35.6590830946252,29.5002348191426,10.7298323782498,1.15573679434116e-9,1.21654485472393e-7,11.9662199538571
VILL,23.8921342956545,69.7587895688465,10.7247904015442,1.16496407353466e-9,1.21870009250948e-7,11.9592540234899
GYPC,19.4187767441836,85.8531348668564,10.7234703947311,1.16739247272076e-9,1.21870009250948e-7,11.9574297881906
E2F6,-20.7663210920829,53.7687723598439,-10.7190469217311,1.17556883226973e-9,1.2222061531565e-7,11.9513149894063
ALOX5,23.1367507527236,81.5575783348687,10.7159818434664,1.1812693385176e-9,1.22312002365365e-7,11.9470765192374
ELK3,-18.814242163199,57.3685306799392,-10.7131737788462,1.18651714614593e-9,1.22355963265975e-7,11.9431924108423
CCDC74A,-34.539616652006,21.1118614937399,-10.7101363392542,1.1922209959526e-9,1.22446405770549e-7,11.9389899079005
RPS28,36.0919900077076,88.7540161278044,10.6899794542737,1.23080428428605e-9,1.2589936727326e-7,11.9110718849555
LYNX1,33.3437501833505,29.5426949215766,10.684002750627,1.24249315393902e-9,1.26584603731426e-7,11.9027840305611
PKIA,-30.5706282975084,75.7544009601914,-10.6681791113744,1.27400234647121e-9,1.29061326154205e-7,11.8808196016781
FTSJ3,-25.2908326613121,81.1208660435897,-10.6660056238427,1.27839499501846e-9,1.29061326154205e-7,11.877800149066
RPP38,-18.0852636961587,74.7339026856413,-10.6641950953153,1.28206615384972e-9,1.29061326154205e-7,11.8752844679481
FCN2,36.2176950017251,24.2382535184969,10.6592415456063,1.29216661696244e-9,1.29563963395664e-7,11.8683995125125
HSPA6,-35.4723418115718,60.0129401298772,-10.6529180439392,1.30518115626235e-9,1.30135807155077e-7,11.8596059207948
LILRA1,42.2553479168757,59.9450253911275,10.651494606028,1.3081295657736e-9,1.30135807155077e-7,11.8576257570818
MOSPD3,18.5625332940199,48.5844876274666,10.6474534201376,1.31653810007618e-9,1.30460697354424e-7,11.8520026031839
HIVEP3,15.5195835499222,72.0270224723049,10.6353221964326,1.34211982305534e-9,1.32478193273416e-7,11.8351099803922
C1orf228,20.0320970371614,67.1525476090836,10.619923311281,1.37534072388689e-9,1.34902331496794e-7,11.8136401440814
PLCXD2,-32.3695402027394,38.9582869845897,-10.6186967720311,1.37802340925657e-9,1.34902331496794e-7,11.8119287454443
RUNDC1,-14.8126415414425,71.9699072088458,-10.6165955409737,1.38263190591163e-9,1.34902331496794e-7,11.8089964369443
BET1,-21.0750150878393,67.2225974507886,-10.5965079457147,1.42750839993426e-9,1.38747253216599e-7,11.7809353360336
SNORD76,-36.4731697534573,25.1751110647606,-10.590415418156,1.44141747485609e-9,1.39439280939994e-7,11.772414261777
PELO,-20.2465019149851,71.375845392222,-10.5885859256426,1.4456216842959e-9,1.39439280939994e-7,11.7698545865001
MREG,-16.744244317259,64.9270536887228,-10.5829692627951,1.45860894147425e-9,1.40159059194389e-7,11.7619935368976
BUD13,-18.1091963404899,68.7005919466326,-10.5781840655675,1.46976957555804e-9,1.40698545633043e-7,11.7552930141433
IPO4,-23.6132105966165,69.62358000442,-10.5693575962408,1.49058995017518e-9,1.42155209985127e-7,11.7429259588036
SLC7A5P1,-29.9110795352287,21.9442663011159,-10.5653878998826,1.50005391455313e-9,1.42464029992635e-7,11.737360630355
QPCT,22.7973300886889,75.0787043364807,10.5632986566709,1.50505991950592e-9,1.42464029992635e-7,11.7344307972127
MRVI1,36.1186991205523,37.6053785956374,10.5595533453202,1.51407764860349e-9,1.42573700779987e-7,11.7291771883503
GGT7,27.5949076659132,54.1835318745165,10.5581549796987,1.51745897235085e-9,1.42573700779987e-7,11.7272152166478
POP1,-21.6262200653191,59.7600429927286,-10.5437902667633,1.55265289312794e-9,1.44859538568132e-7,11.7070463190846
MTRNR2L10,66.2605446826678,83.1103432022486,10.5412839875786,1.55888001359279e-9,1.44859538568132e-7,11.7035246397149
POFUT2,-16.4790282443224,75.8734313739896,-10.5412683793779,1.5589188753193e-9,1.44859538568132e-7,11.7035027054386
SLC6A8,-27.2126535823033,46.5602509209034,-10.5166307818946,1.6215393578439e-9,1.5012850521819e-7,11.6688402986918
COQ10A,-26.8292723213679,69.8398609135808,-10.5110346448268,1.63612487578834e-9,1.50928057632722e-7,11.6609562503447
CLEC12B,39.1574445439472,38.6117008182349,10.4942124790709,1.68079856550604e-9,1.54487311629555e-7,11.637232231085
VWA9,-18.9988068706286,73.7735511640269,-10.4906332184794,1.69046678994769e-9,1.54815023564596e-7,11.6321797470347
GLA,-33.5421636968654,84.4289180479675,-10.4838993255701,1.70881369553816e-9,1.55932323123785e-7,11.6226696985443
TGIF2,-23.3100135444978,79.308755617697,-10.4754637565003,1.73209021395045e-9,1.57489837087796e-7,11.6107481607238
TXNRD1,-33.6628409156987,95.9029804936343,-10.4621339937825,1.7695474820812e-9,1.60321001876557e-7,11.5918911552315
PADI4,30.3201468902926,54.0139660945151,10.4585131601509,1.77986733312911e-9,1.60371836866865e-7,11.5867649546304
SLC16A10,-31.0158498254241,60.1617464901611,-10.4575048831912,1.78275220736581e-9,1.60371836866865e-7,11.5853371827323
CALM3,16.8360858969804,95.721851560958,10.450956183715,1.80160831538788e-9,1.61495405458515e-7,11.5760606820769
DENND1A,13.8055344917785,66.1548925333896,10.4463055908755,1.81512522997576e-9,1.62134143781779e-7,11.5694695514879
FBLN7,-26.9100039688704,51.8847194232945,-10.4361212076648,1.84509658617167e-9,1.64233018238607e-7,11.5550257654318
SEZ6L,34.7789029714427,30.2986161021548,10.4240146760908,1.88139685036502e-9,1.66878584965244e-7,11.5378384172755
S100A8,50.0193231277521,113.385170406152,10.4125365018747,1.91650078659103e-9,1.69399971965997e-7,11.5215255443962
ERCC6,-15.3019381565015,67.847413425858,-10.400244143008,1.95485274481085e-9,1.71596849606264e-7,11.5040365410444
PEF1,-19.9479966825913,85.1171192855299,-10.4002343253289,1.95488369348038e-9,1.71596849606264e-7,11.5040225650405
HACL1,-17.3737811813055,73.1676707704708,-10.3874179610634,1.99572397705392e-9,1.74115923947045e-7,11.4857670612367
