X1,TB_status_limma_logFC,TB_status_limma_AveExpr,TB_status_limma_t,TB_status_limma_P.Value,TB_status_limma_padj,TB_status_limma_B
BLOC1S1,29.1388553166579,64.2636840618083,11.5994020822815,4.39498448248249e-18,8.57641779588025e-16,11.8602367350025
PRKACA,35.7387930431643,75.3350985629055,11.5960130468557,4.45570377276823e-18,8.58484393991205e-16,11.8558808954276
HK3,60.0084338809274,80.0198563046187,11.5913198704954,4.54118585001643e-18,8.64017372788751e-16,11.8498463516392
PCED1A,31.7459805989097,77.8431291678551,11.568453461916,4.98190255692395e-18,9.36167145912833e-16,11.8204024592392
NCS1,-59.6411656991173,38.5348386012466,-11.5441588239857,5.49745190537947e-18,1.00858267530812e-15,11.7890431084163
CLEC12A,53.1961355591852,77.3501759112533,11.5440537804212,5.49979384078403e-18,1.00858267530812e-15,11.7889073478595
RASSF1,46.2287265379281,92.7375708546074,11.5318055446286,5.77986957286394e-18,1.04732612819717e-15,11.7730673609082
NMUR1,50.2521089982703,56.8748131601997,11.5243877923208,5.95642562630531e-18,1.06662064068227e-15,11.7634646343668
VILL,42.8156911366869,78.0592032241122,11.5101717588918,6.3101138097889e-18,1.11681677091624e-15,11.7450405670452
EML2,42.3911582106209,68.9323011628951,11.4953850384812,6.70046028067469e-18,1.17227248197873e-15,11.7258482025405
HSPA2,-55.8829068146901,38.1629816122061,-11.4827918511285,7.05201761138937e-18,1.21589695169149e-15,11.7094798477662
BRSK1,44.0529974127477,35.778542119543,11.4807904923368,7.10957418701414e-18,1.21589695169149e-15,11.7068765686
CAMK1,36.8090542332979,67.1620993240808,11.4613646455973,7.69340962664598e-18,1.3011265325242e-15,11.6815803957033
SECTM1,45.0573314899241,79.8545509106755,11.4491423047946,8.08524881952367e-18,1.35236892617549e-15,11.6656386352904
PADI2,43.9862288435538,56.1575085595956,11.4317063438179,8.67926983589486e-18,1.435947458393e-15,11.6428619857129
LILRA1,47.8122206041768,70.4526001405221,11.3789802191275,1.07566997352169e-17,1.75019128144802e-15,11.5737371499994
TLR8,49.8492712480173,69.323032479867,11.3777979988467,1.08086183861845e-17,1.75019128144802e-15,11.5721829527557
C11orf21,42.2774248416259,73.4465167306981,11.3642249597985,1.14230797472579e-17,1.83021786140013e-15,11.5543257715274
TTYH3,40.8049835012313,76.3947547459996,11.3560496891588,1.18100259342133e-17,1.87250421609021e-15,11.5435581140015
TMEM175,34.1781301694256,72.4725369521126,11.3060007431857,1.44840535149774e-17,2.27280184073681e-15,11.4774421003714
GSN,45.6508706038932,83.0164396857947,11.291680226424,1.535585766205e-17,2.36811746700771e-15,11.458462084581
SLC27A3,37.4794721885488,71.8536729432255,11.287713540029,1.56065516885492e-17,2.36811746700771e-15,11.4531998467624
SH3BP1,41.5611688224046,74.6376044113446,11.2872400441134,1.56367504579273e-17,2.36811746700771e-15,11.4525715611993
CDA,59.3241573180367,71.4095695384054,11.286036000492,1.5713807513815e-17,2.36811746700771e-15,11.4509737694383
CCL7,-76.7902874502446,32.2505066690383,-11.2466734374686,1.84549736143535e-17,2.75395248415759e-15,11.3986307995509
RAB3D,48.4847781934144,76.8113109126399,11.2350089519954,1.93562340340775e-17,2.8604003711912e-15,11.3830794837803
RNASE2,56.7106342249976,68.1409815323013,11.2287060407436,1.9861532618998e-17,2.90684988455547e-15,11.3746686499657
SIT1,36.9556129613962,63.5816233188527,11.2259141002841,2.00895824672036e-17,2.9122241403172e-15,11.3709412625219
SPECC1,28.0010977467776,65.6213672881273,11.2171567682332,2.08221332108411e-17,2.98374915615282e-15,11.3592429081305
ALPK1,26.8348447550862,68.679849621435,11.215367926942,2.09750449844525e-17,2.98374915615282e-15,11.3568520316436
H6PD,37.3605437254182,76.4739348413693,11.2050999774009,2.18748779673692e-17,3.0829399772345e-15,11.3431200049856
P2RX1,40.472393371397,72.7902605211757,11.1983995699431,2.24829169048933e-17,3.13956402026955e-15,11.3341513830196
CLASRP,30.113954990438,81.5301160320798,11.1857714288528,2.3675502745577e-17,3.27604388445844e-15,11.3172318150865
NPIPB5,42.3951187605,62.7346856051255,11.1789641836487,2.43445719152458e-17,3.33827683893654e-15,11.308102280093
MLC1,43.3048899563378,63.8212794658637,11.1551703213927,2.68363269262128e-17,3.64710475128468e-15,11.2761416952743
IMPA2,44.5102624488288,70.868799178202,11.0915406931031,3.48356989744479e-17,4.69233782380594e-15,11.1902943098114
PKIA,-41.079400411505,66.0401464576183,-11.0491104677267,4.14647648723683e-17,5.53627356247647e-15,11.1327420660831
FBP1,48.5782771884556,74.4862095059363,11.0392616140611,4.31769183382818e-17,5.67461115811836e-15,11.1193479866528
CD300LF,51.8860236798247,69.4164615073836,11.038869744044,4.3246494602308e-17,5.67461115811836e-15,11.1188147839143
SAP25,36.1303052752714,68.4019059252308,11.0278769232463,4.52449114574594e-17,5.88609228456401e-15,11.1038487237088
BAX,39.3841254263051,73.5773781649697,11.0209349776964,4.65545119305435e-17,6.00513750927798e-15,11.0943891834627
SNORA18,-46.3232509413141,20.1491566260453,-11.0183020333837,4.70611349959132e-17,6.01947509052769e-15,11.0907996428122
LRRK2,34.8571739877769,75.0371336256381,10.9853127167864,5.38994906488656e-17,6.83670122638652e-15,11.0457444083557
MILR1,42.9720617133602,50.5139050472891,10.9816522104843,5.47174278068938e-17,6.88309064998951e-15,11.0407358921513
S100Z,41.9469292443641,49.6363779226366,10.9791453903859,5.52847677528746e-17,6.89745450792216e-15,11.0373048586907
BST2,62.8445939679965,85.2813724017911,10.9755504672392,5.61087103427507e-17,6.9433388628212e-15,11.0323830604475
TSC22D4,54.538361906072,86.6615877949335,10.962633804385,5.91724404394737e-17,7.2634170639454e-15,11.0146843060785
ALDH2,44.0726096881247,82.9067002318094,10.9355080356924,6.61655785633967e-17,8.05685017050769e-15,10.9774415133854
MAPK3,34.0627852619892,66.8605024718815,10.9230857656826,6.96400875201676e-17,8.41263311225771e-15,10.9603524990803
TP53BP1,-24.5452754681465,72.2220926513315,-10.9204886135547,7.03893982405909e-17,8.43619709149633e-15,10.956776987627
FUT7,44.5798451248284,47.1238212571826,10.8989473254851,7.69253664326094e-17,9.12032610837471e-15,10.927085357953
CD163,54.2316560226373,76.0213438336133,10.8977816518947,7.72959771355586e-17,9.12032610837471e-15,10.9254768266136
TSPAN4,37.8808521749448,55.9768078981136,10.8626608323421,8.93457341081271e-17,1.04610109143062e-14,10.8769256381691
SPN,33.8937198776482,83.4391909049321,10.8469296557807,9.53394506346036e-17,1.10775708252618e-14,10.8551238852625
SLC39A11,29.3614479489725,64.9464583724839,10.8334084334824,1.00813468611148e-16,1.16000005192666e-14,10.8363577357774
NTNG2,33.9225576782143,53.9688766519973,10.8320993091567,1.01359967746039e-16,1.16000005192666e-14,10.8345394642142
CAPN1,36.9084615782899,76.6890446489568,10.8262456684398,1.03840275667591e-16,1.17951704174359e-14,10.8264063334324
GSK3A,24.1609202521115,70.2284538484278,10.8220803440688,1.05642301117944e-16,1.18533330655545e-14,10.820616105848
CPPED1,44.2767693422452,88.8002238358327,10.821468092697,1.05909815183983e-16,1.18533330655545e-14,10.8197648127286
CHRNA6,-48.5949970477185,22.7270724657922,-10.8121746027271,1.10055152800633e-16,1.22273684728353e-14,10.806836532282
NCF4,35.4822871389213,80.5879334350491,10.8033200617757,1.14156445909806e-16,1.25911250956026e-14,10.7945078340068
RTN1,40.6763639717675,62.1969348418006,10.7953811780777,1.17964176011432e-16,1.29175016048202e-14,10.7834448936295
FNBP1L,-45.3268980259804,35.5771381689533,-10.7924624082491,1.1939600266008e-16,1.2980903974922e-14,10.7793753698665
ALOX5,36.6293162020764,89.397468538925,10.7682862041385,1.31948299533613e-16,1.42438657248307e-14,10.7456224034752
ARSG,26.4197606898712,56.2186344397535,10.7665130443124,1.32919560554427e-16,1.42476664168939e-14,10.7431436879496
LAMP3,-52.7650305082143,42.5677261702338,-10.7561746224645,1.38727415000831e-16,1.47662236624311e-14,10.7286829015238
CD300LB,48.7452466837389,67.7698256622612,10.75096327047,1.4175109258157e-16,1.49742017614343e-14,10.7213879865739
FADS1,33.7009235901265,67.2965872261606,10.7494373588641,1.42648922896523e-16,1.49742017614343e-14,10.7192512889976
GLT1D1,39.792578262698,65.11381992955,10.6862662047599,1.85299286397935e-16,1.93180851935819e-14,10.630512759793
GANAB,37.0484773249778,83.2738085804587,10.6775311346059,1.9213026687733e-16,1.9893978177822e-14,10.6181990484274
LOC644936,38.6739602470948,66.2602598438405,10.6744200739486,1.94623856593007e-16,2.00160116297444e-14,10.6138108871044
EML1,-45.2249332406967,21.5783788119287,-10.6700408047926,1.98189194709335e-16,2.02458908232939e-14,10.607631651815
BAK1,33.7448094871564,66.6218255783492,10.6624355684014,2.0453771393979501e-016,2.07551236258508e-14,10.5968942280047
C10orf54,48.9065113378138,94.7727305284273,10.6593072549461,2.07208087541977e-16,2.08868496720294e-14,10.592475215024
RFNG,23.1067070587256,67.9992528069399,10.6536484262686,2.12127931129776e-16,2.12421002613574e-14,10.5844782011628
GHDC,25.6499059007289,63.600088518835,10.6394251927549,2.25018768102764e-16,2.23137586406306e-14,10.5643585284803
ITGA2,-50.7657124332907,44.26900929413,-10.6386306304215,2.25761699668688e-16,2.23137586406306e-14,10.5632337460698
UNC13D,34.3848990675165,79.1375917426734,10.6245828681022,2.39311576003324e-16,2.35003967635264e-14,10.5433333474021
BAMBI,-45.349381220554,29.3117308975237,-10.6195139094504,2.44399174177441e-16,2.38461527574028e-14,10.5361458512832
PDIA3P1,23.8605788007871,74.731589192409,10.616975288876,2.46987860200552e-16,2.38989544596652e-14,10.532544898241
SIRPB1,49.1270956368667,66.0569773173463,10.6159117036114,2.48080599476191e-16,2.38989544596652e-14,10.5310359717233
LINGO3,47.7095216193496,50.8617707037322,10.5964754002566,2.68928232203683e-16,2.56136893680658e-14,10.5034338527469
SCPEP1,34.629599020163,87.7901665976555,10.594640169683,2.70985534789858e-16,2.56136893680658e-14,10.5008248876834
HNMT,37.3802068464991,61.4546247987294,10.5932574626012,2.72546002428046e-16,2.56136893680658e-14,10.4988589231076
CCDC85B,37.1300144290176,74.7004595499724,10.5931997143469,2.72611370976064e-16,2.56136893680658e-14,10.4987768095741
ALDH1A1,41.6970242122017,66.2134754750611,10.5721186532077,2.97559121257301e-16,2.77861802739716e-14,10.4687704039324
ASCL2,38.1458133208472,61.5626489121908,10.5605633826986,3.12195119858773e-16,2.89751336546974e-14,10.4522967912548
NRIP2,31.2527700241911,60.4890569578724,10.5583594476123,3.15067772644853e-16,2.90645246510746e-14,10.4491526866531
SORT1,40.8511406292434,72.7420933680387,10.5388191072599,3.41728203038717e-16,3.1334005894291e-14,10.4212473396843
MPND,38.3265274031106,70.6307896197903,10.5193875466437,3.7049000247345e-16,3.37678342972957e-14,10.3934450082393
ADAP2,36.6014326212159,71.0866417832849,10.4911029852823,4.16762539974658e-16,3.77591822675849e-14,10.352882668668
DNAJB4,-35.8387118333895,59.5876352014324,-10.4845895048454,4.28216598611446e-16,3.85673659613303e-14,10.3435261421754
LINC00264,39.794455686207,49.0602533496923,10.4774722452598,4.41094588017822e-16,3.9493533671878e-14,10.3332955866262
RASD2,-44.9973692900655,22.3722837663031,-10.4757036842912,4.4435457363091e-16,3.95527541826672e-14,10.3307523189877
CD4,35.6306098204384,82.6104768621782,10.4332711239692,5.30265608651041e-16,4.6925423426032e-14,10.2696027260585
SNORD76,-43.3253766526128,23.3052323597285,-10.418733166318,5.63391097011346e-16,4.9568646749189e-14,10.248594769364
ITGB2-AS1,35.0407133083803,79.2434660073677,10.4146008316359,5.73181029741652e-16,5.01401635269982e-14,10.2426180348457
CLEC11A,42.2970682307796,56.3284168592384,10.3941915415229,6.24099329917642e-16,5.42823765752939e-14,10.2130647338748
NMB,-36.2103761322133,49.549040159258404,-10.3915436323797,6.31030499054834e-16,5.43210076573214e-14,10.2092262523242
SMARCD3,34.904128990959,66.1313812408972,10.391296578012,6.31681121828125e-16,5.43210076573214e-14,10.2088680660568
TTC16,39.7021865327749,56.6389534577142,10.3898152644401,6.35596357613227e-16,5.43506301080389e-14,10.2067202394166
ADAM15,38.3479569627449,66.7509699362633,10.3746759214606,6.77036705610395e-16,5.75708139446694e-14,10.1847515754371
TKT,54.8731536673499,102.330100337414,10.3634874739138,7.0939823953691e-16,5.99875033555072e-14,10.1684956591576
SLC27A2,-48.2067763960356,37.4389107781576,-10.3539588557669,7.38182104249544e-16,6.17277590853941e-14,10.1546376784769
CCDC74A,-38.9631533087997,17.9860799963552,-10.3530882853351,7.4086972633811e-16,6.17277590853941e-14,10.1533709345473
EHBP1L1,43.5785897580712,89.5416556948688,10.3526765040576,7.42144400014921e-16,6.17277590853941e-14,10.1527717259892
OSCAR,49.6255859430946,69.2594413379251,10.3350221557097,7.98917811250062e-16,6.60887391578108e-14,10.1270597079572
OSBPL5,35.675487801135,67.2758904793006,10.331807059884,8.09717463327774e-16,6.66200514016868e-14,10.1223725568418
CCDC96,-37.4197672901,40.0916946419586,-10.3042287132659,9.08594281888611e-16,7.43532987345513e-14,10.0821084734538
MARCH1,31.0384973036521,81.0377844730866,10.298410290874,9.30958367793125e-16,7.57760284287655e-14,10.07360018877
RNF166,39.8294930535413,89.919042087807,10.2801602669866,1.00475862346258e-15,8.13480372751276e-14,10.0468827527183
CR1,30.6750863316095,62.8396270833261,10.2683614185221,1.05557294601428e-15,8.50099249274254e-14,10.0295850812575
METTL7A,45.006897746149,85.2052959849165,10.2662819454124,1.0647927279559e-15,8.53011058537728e-14,10.0265344771334
FZD2,45.3069073715132,48.2737281401901,10.263004466243,1.07948869123661e-15,8.5897545937337e-14,10.0217251728147
DENND1C,37.3868582385456,84.5926843503734,10.2621122148726,1.08352465803618e-15,8.5897545937337e-14,10.0204156442718
PTP4A3,33.9414818830321,59.3807992368984,10.217986042911,1.30324821515667e-15,1.02471077857211e-13,9.95551556649299
SLC25A6,44.9923010658762,62.5769597371567,10.2174730218559,1.30605013496478e-15,1.02471077857211e-13,9.95475943790273
FCN1,79.4854167220904,111.136638044283,10.2157689139669,1.3154008241156e-15,1.02675466378788e-13,9.95224753540451
C1orf233,30.5290420784901,49.0619762471311,10.2105867637447,1.3442514041515e-15,1.04392095013214e-13,9.94460643140179
FAM172BP,-43.8802990583115,23.8553408934619,-10.1994903738565,1.4081849209228e-15,1.08801942545005e-13,9.92823225073248
IL21-AS1,-41.6138894690019,18.3514127462001,-10.1871927120276,1.4826159718426e-15,1.13974230845536e-13,9.9100655221912
FGL2,45.1088693302188,93.1254147798896,10.1804849217583,1.52486784286546e-15,1.16485194967509e-13,9.90014761109665
ZNF467,35.7414716863521,60.9183507338129,10.1795916082322,1.53058530934247e-15,1.16485194967509e-13,9.89882631806535
SKIL,-36.0990334978748,78.2474462525438,-10.1652825455823,1.62515960848704e-15,1.23067434829758e-13,9.87764684047101
ATG16L2,38.3602067195651,84.7893752589176,10.1595917376641,1.66438481278629e-15,1.2541386750208e-13,9.86921574676574
TK2,29.8780733147629,67.0993845727345,10.1496518182102,1.73519377331449e-15,1.30105341988275e-13,9.8544787217098
TBXAS1,48.0597738730036,85.1556650688638,10.1405644225856,1.80257528571971e-15,1.3449509031343e-13,9.84099369211095
U2AF2,37.9913379075837,86.0707802141827,10.1251950843597,1.92257410561753e-15,1.42748782739534e-13,9.81816071144533
CMKLR1,37.2558828937422,58.8956864672833,10.1005933145432,2.13159027998789e-15,1.57499687629591e-13,9.78154382333025
CBFA2T3,24.5267894169637,66.6013719916315,10.0976052586113,2.15848464978172e-15,1.58716400262452e-13,9.77709074507092
ITGAM,47.2294900884153,91.3764795506139,10.0930370308069,2.20026202966801e-15,1.61010520930658e-13,9.77028036048161
NFE2,46.8815070953072,65.8506785250411,10.0848087288932,2.27757166779698e-15,1.65870422753769e-13,9.75800619843276
CTSD,55.6681583691521,94.697379560421,10.0821074840038,2.3035418252133e-15,1.66962905340818e-13,9.75397470827652
GAA,38.2334814277682,76.3482881759003,10.0803403133623,2.32069241908779e-15,1.67408811900167e-13,9.75133673709943
DOK3,40.7965395285202,79.3398469956207,10.0760799594269,2.36256892361366e-15,1.69625762199639e-13,9.74497525235595
PGPEP1,29.713450486468,77.5584276674544,10.0727291327945,2.39603803588426e-15,1.71221103024387e-13,9.73997009399136
KLF4,36.9149448266632,88.8336097601243,10.0705677858633,2.41787853238388e-15,1.71974435240257e-13,9.73674084779853
FXYD6,34.1416559284195,57.0394550667841,10.0652920952389,2.47203319547353e-15,1.7500845241071e-13,9.72885577979343
ZNF316,29.0229219787191,74.2221097917433,10.0494074544013,2.6425582048496e-15,1.86214714981554e-13,9.70509129358156
PZP,37.7191775559265,52.69484391814,10.0370186307112,2.7837180160544e-15,1.95257935126101e-13,9.68653256954382
DBP,26.7445035580663,61.9770245505336,10.0317120436229,2.84647618790873e-15,1.98683615765252e-13,9.67857669763295
KCNQ1,32.719395995778,62.1079609408851,10.0306951991638,2.85866315305106e-15,1.98683615765252e-13,9.67705175469796
FPR1,65.2342055397175,93.0071896878176,10.0295465877404,2.8724924077263e-15,1.98737304263646e-13,9.67532903137264
GNG4,-47.1512717067846,26.4907142121313,-10.0251225200525,2.92638890016262e-15,2.01550069906675e-13,9.66869197253196
TSPAN32,35.3252755752458,80.0748760646113,10.0201193020122,2.98856597732456e-15,2.04905237571428e-13,9.6611828033748
FZD7,-46.1078490957025,27.6165654888518,-10.0066190866159,3.1630410469784e-15,2.15895281506988e-13,9.64090350343412
GAS7,37.7233903587496,91.5085827048728,10.0043123205764,3.19386087963093e-15,2.17025698432421e-13,9.63743588390405
IL1R1,-51.5712927818865,47.5574367705995,-9.99698638043473,3.2937544762371e-15,2.22568681743684e-13,9.62641837360494
DPEP2,36.5654234297613,84.925659169574,9.99563635541727,3.31250246174972e-15,2.22568681743684e-13,9.62438725656116
LST1,44.7576503652255,47.3390207319777,9.9951486460917,3.31930167241419e-15,2.22568681743684e-13,9.62365343437963
ZBP1,31.6725179183365,76.227370027377,9.97009826559332,3.68805464314152e-15,2.46209998786215e-13,9.58591769245228
PPP2R4,34.2556790211509,75.6412770609405,9.96432337797885,3.77874227140611e-15,2.51162603113854e-13,9.5772061446075
RASGRP2,44.9376513910633,98.3678346091992,9.94433487047005,4.11028673619882e-15,2.72011627876879e-13,9.54701748284154
C19orf38,40.6604252671979,77.6141782236598,9.93286549491264,4.31356170099848e-15,2.84228236583973e-13,9.52967037372185
C3orf18,34.0520559086819,56.3277317068385,9.93076843926686,4.35180587712191e-15,2.85512229550313e-13,9.52649667284066
