"","TB_status_limma_logFC","TB_status_limma_AveExpr","TB_status_limma_t","TB_status_limma_P.Value","TB_status_limma_padj","TB_status_limma_B"
"ADAMTSL1",3.30397108993007,11.1712082669951,0.77373974175268,0.445162845155277,0.562143016372098,-5.65471760387902
"NUDCD2",-4.65440866326475,73.3715802463753,-0.773697392548836,0.445187513365083,0.562146184123715,-5.65474850571713
"RDH5",3.94222146881396,31.4398392058632,0.773496146253046,0.445304749567188,0.562266232990912,-5.65489533120667
"SNORA70E",-2.30531459037482,7.65397494505109,-0.77312351901119,0.445521872702246,0.562488525489905,-5.65516709638546
"KIF1A",3.45364390447021,15.3393494329175,0.773117899568022,0.44552514753503,0.562488525489905,-5.65517119380771
"PAXIP1-AS1",2.64637772589041,66.7025065252224,0.77277776961054,0.445723391298945,0.562710808722586,-5.65541914675339
"PPP1R10",3.187023785366,12.1044782224839,0.772692515121557,0.445773089908409,0.562745545896816,-5.65548128044105
"OR7D4",1.72814838964089,2.65765208473023,0.772618043622637,0.445816505350898,0.562772348116121,-5.65553555008378
"LAD1",3.25924875795573,11.3919296937424,0.772393234113162,0.445947580296688,0.56290343379852,-5.65569934520029
"C20orf141",1.53896167602153,2.52271042711059,0.77236382713917,0.445964727707452,0.56290343379852,-5.65572076760084
"CDK1",-2.38633955116761,48.9842400824658,-0.772006572962582,0.446173076615712,0.563121345026284,-5.65598095780473
"OR5B12",-2.26858375027456,6.70061060919222,-0.771991675843351,0.446181765808432,0.563121345026284,-5.65599180495439
"GALR2",-2.85546396419915,31.3684715469888,-0.771820474712843,0.446281631283585,0.563219363335256,-5.65611644850344
"LOC100505835",-1.2460254130824,1.91637548272498,-0.771286896229656,0.446592965407549,0.563584237710611,-5.65650475214402
"RSPH6A",2.90529543065924,8.46108819899294,0.770971175129406,0.446777244544077,0.563788744943249,-5.65673439220238
"AMMECR1",-1.92638786560576,72.1863349420365,-0.770667899460664,0.446954302374586,0.563984119709436,-5.65695489522049
"SLC10A5",2.47276429384875,12.1690383874548,0.770330244600108,0.447151480739845,0.564204862641552,-5.65720029654711
"FLJ40288",1.35007524963506,3.01742702948034,0.770231633687217,0.447209075794054,0.564210657607718,-5.65727194569533
"C2orf81",3.22491195060892,36.5629624997436,0.77021573099419,0.44721836439482,0.564210657607718,-5.65728349952042
"ADIG",1.79088979726826,3.85238338770739,0.770189443704577,0.447233718785312,0.564210657607718,-5.65730259759228
"TCEAL5",1.25600630533937,2.80258333716755,0.770170065816904,0.447245037599874,0.564210657607718,-5.6573166754901
"MMP26",2.74993259893408,7.12744274865539,0.769639845416086,0.447554810962183,0.564573368696601,-5.65770174512345
"MYO1E",-1.47765016881598,57.4579298512394,-0.769401023649479,0.44769438087312,0.564721349211342,-5.65787510508647
"PPEF1-AS1",1.36321309078936,1.53554879362916,0.769211366824997,0.447805236799744,0.564812964118262,-5.65801273963721
"LOC100506082",-1.47592226683166,2.48282363609705,-0.76920058385649,0.447811540023281,0.564812964118262,-5.6580205638941
"DPP3",2.09427786994635,75.5450010260168,0.768860570190333,0.448010323424447,0.565035591360812,-5.65826722814158
"PTPMT1",-3.49889816427558,73.8675855448673,-0.768641497997533,0.448138428282167,0.565169060336167,-5.65842609954903
"MIR320C1",1.9278521248375,3.43718224430383,0.76859059992283,0.448168194617222,0.565178502736612,-5.65846300467907
"ZNF785",3.75276647506677,42.3078967783103,0.768462049379367,0.448243379110846,0.56523193104312,-5.6585562035612
"SLC50A1",1.55488168793416,69.5471873651672,0.768441968906608,0.448255124121945,0.56523193104312,-5.65857076051361
"C10orf40",1.77382380492302,3.69088541535007,0.767770937984059,0.448647713800257,0.565698852014759,-5.65905700178102
"SLC25A18",-2.76728208550741,23.891794954425,-0.767640198844704,0.448724227193434,0.565767206532954,-5.65915169035194
"TTR",2.41119583270428,4.95778872037703,0.767493259473983,0.448810230851975,0.565847519320755,-5.65925809358268
"CYBA",3.73616689712179,100.608377290516,0.767360978409575,0.448887663407726,0.565917018453791,-5.65935386558905
"MIR4727",-1.19096573972351,2.11489063251781,-0.767156218991036,0.449007537882718,0.566040014958444,-5.65950208099758
"KRTAP8-1",1.01979030166626,1.62472033919999,0.767068424156678,0.449058942388708,0.566049911376258,-5.65956561980307
"VPS45",1.43013329622838,71.9665682270586,0.767066591886131,0.449060015233648,0.566049911376258,-5.65956694577814
"RNVU1-19",-4.69459481755321,45.0008507116699,-0.767010003571466,0.449093150005072,0.566063551094538,-5.65960789603803
"ZC3HAV1L",4.2058069788201,21.9596340727158,0.766914992118087,0.449148786373073,0.566105550390626,-5.65967664477377
"WDR37",-1.52885688807406,83.2074143801262,-0.766539311371443,0.4493688160117,0.566354735919356,-5.65994840125257
"LOC100996609",3.15213668447559,9.57621826235801,0.766237613702585,0.449545561559004,0.566549346993333,-5.66016654810465
"DAND5",2.3683087657608,5.94075698769726,0.766054483851958,0.449652865935011,0.566656428367579,-5.66029892262708
"PTPN12",-3.2393508507938,90.5560431044242,-0.765938828971856,0.449720641419673,0.56671368692734,-5.66038250756488
"TRIM28",-1.98187796991198,94.7307035787071,-0.765813511556861,0.449794086163342,0.566778083538231,-5.6604730620539
"CLN3",1.2221261632341,79.4677220030169,0.765427461698251,0.45002038320312,0.567035070833793,-5.66075193276857
"JAKMIP2",-2.4274037657559,58.9350460169119,-0.765338532845024,0.450072521662591,0.567061983693611,-5.66081615316905
"VANGL1",-2.85395920371744,59.7670477922204,-0.765314778785565,0.450086449135559,0.567061983693611,-5.66083330606687
"LOC101927142",-2.73109007019694,9.55141592459042,-0.765209002115476,0.450148471196627,0.567111959540924,-5.66090968160961
"CEP164",0.986201700330216,78.6087707669892,0.764906627118991,0.450325796583887,0.567307186161795,-5.6611279542102
"FAM26D",-2.00474261767978,5.05917026115666,-0.764701216632218,0.450446281629312,0.567430791159618,-5.66127618476304
"RHD",3.4415773120135,48.4140174283033,0.763843952084998,0.450949323599672,0.568036269977481,-5.66189440117978
"EFCAB9",2.15421989227166,7.32647719492747,0.763614850675617,0.451083816641016,0.568177470732338,-5.66205950507182
"OR6C76",-2.72046647742093,7.14800180073629,-0.763292363237306,0.451273171985447,0.568387757654874,-5.66229182791431
"SIX3",2.05311393690395,7.60479565504194,0.763222273519457,0.451314332902516,0.56841137906221,-5.66234230872436
